,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,Gross.Salary0
687,1,0,0,1,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3488.87
688,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2850
689,0,0,0,1,0,0,0,0.178445981,0,0.166666667,0.166459576,0,0,0,0,0,0,1,0,3150
690,0,0,0,0,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2825
691,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
692,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
693,0,0,0,1,0,0,0,0.149386953,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
694,0,0,0,0,0,0,0,0.125338331,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2950
695,0,0,0,0,1,0,0,0.46589652,0,0.166666667,0.166459576,0.9258201,0.912870598,0,0,0,0,0,0,2969.2
696,0,0,0,1,0,0,0,0.145194589,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
697,1,0,0,0,0,1,0,0.436350857,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3514.93
698,1,0.980014058,0,0,0,1,0,0.372350385,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3619.2
699,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2850
700,0,0,0,0,0,0,0,0.128441908,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2900
701,1,0,1,0,0,0,0,0.375689879,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3840
702,0,0,0,1,0,0,0,0.060696668,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
703,0,0,0,1,0,0,0,0.116970839,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
704,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
705,0,1,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3462.4
706,0,0,0,1,0,0,0,0.040953392,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
707,0,0,0,0,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,1,0,0,2578
708,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2850
709,0,0,0,0,0,0,0,0.178631,0,0.166666667,0.166459576,0.828078671,0.91318681,0,0,0,0,0,0,3262.8
710,1,0,0,1,0,0,0,0.119184613,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3541
711,1,0,0,0,1,0,0,0.176831846,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3400
712,0,0,0,0,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3106
713,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2950
714,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3300
715,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2850
716,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,2825
717,1,0,1,0,0,0,0,0.150345702,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3638
718,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,0
719,0,0,0,1,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3306
720,0,0,0,1,0,0,0,0.146370711,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3306
721,0,0,0,1,0,0,0,0.187015222,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3000
722,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2825
723,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
724,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
725,1,0,0,1,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3462
726,1,0,1,0,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3500
727,1,0,0,1,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3500
728,1,0,0,0,0,0,1,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3064.93
729,0,0,0,0,1,0,0,0.087884027,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2500
730,0,0,1,0,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3769
731,0,0,0,0,0,0,0,0.057300791,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2800
732,0,0,0,0,0,0,1,0.213380512,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2500
733,0,0,0,0,0,0,1,0.213380512,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2500
734,0,0,0,0,0,0,1,0.213380512,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2500
735,1,0,0,0,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3214.93
736,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
737,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
738,1,0,0,1,0,0,0,0.156745483,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3514.93
739,0,0,0,1,0,0,0,0.167537489,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3228.2
740,0,0,0,0,0,0,0,0.114116307,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2990
741,0,0,0,0,0,0,0,0.159791038,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2950
742,1,0,0,0,0,0,1,0.259357465,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3060
743,0,0,0,1,0,0,0,0.151030567,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3580
744,0,0,0,0,0,1,0,0.406291241,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2500
745,1,0,0,1,0,0,0,0.18474354,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3827.73
746,0,0,0,1,0,0,0,0.406291241,0,0.166666667,0.166459576,0,0,0,0,1,0,0,0,3150
747,1,0,0,1,0,0,0,0.116337108,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3541
748,0,1,0,0,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3612.8
749,0,0,0,1,0,0,0,0.139294415,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
750,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2850
751,0,0,0,1,0,0,0,0.147599297,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
752,0,0,0,1,0,0,0,0.213380512,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
753,1,0,1,0,0,0,0,0.203511822,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3638
754,0,0,0,0,0,0,0,0.174701606,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2962.8
755,0,0,0,0,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2969
756,0,0,0,1,0,0,0,0.141788004,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3180
757,1,0,0,0,0,0,0,0.375689879,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3400
758,0,0,0,0,0,0,0,0.057633531,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2850
759,0,0,1,0,0,0,0,0.157858978,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3300
760,0,0,0,1,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3150
761,1,0,0,1,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3500
762,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3006.4
763,0,0,0,0,0,0,0,0.069438975,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3006.4
764,1,0,0,0,1,0,0,0.190825075,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2969.2
765,1,1,0,0,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3749.13
766,0,0,0,0,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2850
767,0,0,0,0,0,0,1,0.213380512,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2500
768,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
769,0,0,0,0,1,0,0,0.177072442,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2500
770,0,0,0,1,0,0,0,0.138296097,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
771,1,1,0,0,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3769.2
772,1,0,0,1,0,0,0,0.175958959,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3500
773,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3150
774,0,0,0,1,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
775,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
776,1,0,0,0,0,0,0,0.187960496,0,0.166666667,0.166459576,0,0,0,0,0,0,0,1,3462
777,1,0,1,0,0,0,0,0.149011271,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3659.72
778,0,0,0,0,1,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2800
779,0,0,0,1,0,0,0,0.084007446,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
780,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2850
781,0,0,0,1,0,0,0,0.142037172,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3200
782,0,0,0,0,0,0,0,0.280316229,0,0.166666667,0.166459576,0,0,0,1,0,0,0,0,3350
783,0,0,0,0,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2825
784,0,0,0,0,0,0,0,0.2212752,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2825
785,1,0,0,0,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3176
786,0,0,0,1,0,0,0,0.247212281,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3150
787,0,0,0,0,0,0,0,0.097354134,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3400
788,0,0,1,0,0,0,0,0.19494235,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,3300
789,0,0,0,0,0,0,0,0.312737402,0,0.166666667,0.166459576,0,0,0,0,0,1,0,0,2500
790,0,0,0,0,1,0,0,0.080825937,0,0.166666667,0.166459576,0,0,0,0,0,0,0,0,2500
791,0,0,0,0,0,1,0,0.25208789,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3210.4
792,1,0,0,0,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3712.92
793,0,0,0,0,0,0,0,0.132447082,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3374
794,0,0,0,1,0,0,0,0.079819297,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
795,0,0,0,1,0,0,0,0.145676392,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3504
796,0,0,0,0,0,0,0,0.176735814,0,0.333333333,0.333001988,0,0,1,0,0,0,0,0,3654
797,0,0,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3146.5
798,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3116.5
799,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3071.5
800,1,1,0,0,0,0,0,0.436350857,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3875
801,1,0,0,0,0,0,0,0.375689879,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3868
802,1,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0.828078671,0.918616106,0,0,0,0,0,0,4062.8
803,1,0,0,0,0,0,0,0.406291241,0,0.333333333,0.333001988,0,0,1,0,0,0,0,0,4052.93
804,1,0,0,1,0,0,0,0.183907179,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3764
805,1,0.96072766,0,0,0,0,0,0.310197946,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3931
806,1,0,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3766.8
807,0,0,0,1,0,0,0,0.125863191,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,0
808,1,0,0,0,0,0,0,0.229848918,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3672
809,0,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3484
810,0,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,1,0,3188
811,0,0,0,0,0,0,0,0.171038776,0,0.333333333,0.333001988,0,0,0,0,1,0,0,0,2638
812,1,0,0,0,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3324
813,1,1,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3769
814,0,0.893555703,0,0,0,0,0,0.198179633,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3400
815,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3040
816,0,0,0,0,0,0,0,0.15735278,0,0.333333333,0.333001988,0,0,0,0,1,0,0,0,2865
817,1,0,1,0,0,0,0,0.153373146,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3729.33
818,0,0,0,0,0,1,0,0.178701215,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2825
819,1,0,0,0,0,0,0,0.253598477,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3202
820,1,0,0,0,0,0,0,0.276621491,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3438
821,0,0,1,0,0,0,0,0.122347922,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3535
822,0,0,0,0,0,0,1,0.154228161,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2715
823,1,0,0,0,0,1,0,0.161693964,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2993
824,0,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
825,0,0,0,1,0,1,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3713.78
826,0,0,0,1,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,1,0,2950
827,1,0,0,1,0,0,0,0.176688669,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3510
828,1,0,0,0,0,0,0,0.189027364,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3510
829,1,0,0,1,0,0,0,0.184860873,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3590
830,0,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3414
831,1,0,0,0,0,0,1,0.303591911,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3288
832,0,0,0,0,0,0,1,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2720
833,1,0,0,1,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3660
834,1,0,1,0,0,0,0,0.207438554,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3660
835,0,0,0,1,0,1,0,0.102067151,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
836,1,0,0,1,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3510
837,1,0,0,1,0,0,0,0.205679727,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3510
838,1,1,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3885
839,0,0,0,1,0,0,0,0.312737402,0,0.333333333,0.333001988,0.845154255,0.921155284,0,0,0,0,0,0,4050.8
840,0,0,0,0,0,0,0,0.55169475,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3287
841,0,0,0,1,0,1,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2950
842,1,0,0,1,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3518
843,0,0.929974164,0,0,0,0,0,0.287370813,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3355
844,0,0,0,0,0,1,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2720
845,1,1,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3807
846,1,0,0,1,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3510
847,0,0.93055315,0,0,0,0,0,0.201297249,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3334
848,0,0,0,0,0,0,0,0.231549045,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2942.5
849,0,0,0,0,0,0,0,0.200336629,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2942.5
850,1,0,0,0,0,0,1,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3045
851,0,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3150
852,1,0,0,1,0,1,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3598.66
853,0,0,0,0,0,1,0,0.228712821,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3100
854,0,0,0,0,0,1,0,0.21501385,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2625
855,1,0,0,0,0,0,0,0.262584764,0,0.333333333,0.333001988,0,0,0,0,1,0,0,0,3261
856,0,0,0,0,0,1,0,0.168224314,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2625
857,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3070
858,1,0,0,0,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3316.5
859,1,1,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,1,0,0,1,0,3769
860,1,0,0,1,0,0,0,0.183353764,0,0.333333333,0.333001988,0,0,0,1,0,0,0,0,3500
861,1,0,0,0,0,0,0,0.228982623,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3254
862,1,0,0,0,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3113
863,0,0,0,0,0,0,1,0.283455017,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2820
864,0,0,0,0,0,0,0,0.173930379,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2819
865,0,0,0,0,0,0,0,0.375689879,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2911
866,0,1,0,0,0,0,0,0.375689879,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3936
867,0,0,0,1,0,1,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
868,0,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3070
869,0,0,0,0,1,0,0,0.206981223,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2865
870,0,0,1,0,0,0,0,0.375689879,0,0.333333333,0.333001988,0,0,0,1,0,0,0,0,3900
871,0,0,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3034
872,0,0,0,1,0,0,0,0.201822348,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3150
873,0,0,0,0,0,0,0,0.124373465,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2932.5
874,0,0,0,1,0,0,0,0.171898115,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3150
875,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2962.5
876,0,0,0,0,1,0,0,0.097725152,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2720
877,0,0,0,0,0,0,0,0.344516381,0,0.333333333,0.333001988,0.861891607,0.923334511,0,0,0,0,0,0,3691.28
878,0,0,0,0,0,0,0,0.18108954,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2887.5
879,0,1,0,0,0,0,0,0.375689879,0,0.333333333,0.333001988,0,0,0,1,0,0,0,0,3665
880,0,0,0,1,0,1,0,0.242554822,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3150
881,0,0,0,0,0,1,0,0.213380512,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2625
882,1,0,0,0,0,1,0,0.287891225,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3220
883,1,0,0,0,0,0,0,0.176259181,0,0.333333333,0.333001988,0,0,0,0,0,0,1,0,3438
884,1,1,0,0,0,0,0,0.406291241,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3978
885,0,0,0,0,1,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2957
886,1,1,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3936
887,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,1,3200
888,1,0,0,0,0,0,0,0.375689879,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3355
889,0,0,0,0,0,0,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3040
890,0,0,0,0,0,0,1,0.089834965,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2880
891,0,0,0,1,0,0,0,0.172738881,0,0.333333333,0.333001988,0.828078671,0.924288733,0,0,0,0,0,0,3200
892,0,0,0,0,0,0,0,0.197508731,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2625
893,0,0,0,0,0,0,0,0.225623072,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3070
894,1,0,0,0,0,0,0,0.230067538,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3499.33
895,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3150
896,0,0,0,1,0,0,0,0.260804609,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3303.33
897,1,0,0,0,0,0,0,0.108551514,0,0.333333333,0.333001988,0,0,0,0,0,0,1,0,3318
898,0,0,0,0,0,0,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3040
899,0,0,0,0,0,1,0,0.344516381,0,0.333333333,0.333001988,0,0,0,1,0,0,0,0,3050
900,0,0,0,0,0,0,0,0.149643293,0,0.333333333,0.333001988,0,0,0,1,0,0,0,0,3050
901,0,0,0,0,1,0,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2720
902,0,0,0,0,0,0,0,0.223127629,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3062.5
903,0,0,0,1,0,0,0,0.113644338,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
904,0,0,0,1,0,0,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
905,0,0,0,0,0,0,1,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3073.33
906,0,0,0,0,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3262.5
907,0,0,1,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3500
908,0,0,0,1,0,1,0,0.204667842,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3400
909,0,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
910,1,0,0,1,0,0,0,0.238895978,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3700
911,0,0.91458628,0,0,0,0,0,0.261238548,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3500
912,0,0,0,0,0,0,0,0.157858978,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2967
913,0,0,0,1,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3196
914,0,0,1,0,0,0,0,0.375689879,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3721
915,0,0,0,1,0,0,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3250
916,1,0,0,1,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3568
917,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3070
918,0,0,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3135
919,1,0,0,0,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3438
920,1,0,0,1,0,0,0,0.158858406,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3530
921,1,0,1,0,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3752
922,0,0,1,0,0,0,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3384
923,0,0,0,1,0,0,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
924,1,0,0,0,0,1,0,0.344516381,0,0.333333333,0.333001988,0,0,0,1,0,0,0,0,3752
925,1,0,0,0,0,0,1,0.150626713,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3220
926,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,1,0,0,2720
927,1,0,1,0,0,0,0,0.344516381,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3752
928,0,0,0,1,0,0,0,0.148217976,0,0.333333333,0.333001988,0,0,0,1,0,0,0,0,3200
929,0,0,0,0,0,0,0,0.247212281,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,2960
930,0,0,0,1,0,0,0,0.13504833,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
931,1,0,0,0,0,0,0,0.215089642,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3432.66
932,0,0,0,1,0,0,0,0.127940029,0,0.333333333,0.333001988,0,0,0,1,0,0,0,0,3200
933,0,0,1,0,0,0,0,0.103742131,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3200
934,1,0,0,0,0,0,0,0.219525248,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3635
935,1,0,0,1,0,0,0,0.312737402,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3568
936,0,0,0,0,0,0,0,0.280316229,0,0.333333333,0.333001988,0,0,0,0,0,0,0,0,3035
